year,month,period,region,fuel_switched_from,hp_type,total_installs,cleanbc_rebate_installs,utility_rebate_installs,self_funded_installs,market_rate_installs,low_mid_income_installs,est_ghg_avoided_tco2e_yr,est_annual_energy_savings_cad,cumulative_stock_province,bc_total_households,penetration_pct
2025,4,2025-04,Lower Mainland,propane,central_ducted,23,11,5,7,13,10,73.6,27140,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,propane,ground_source,5,2,1,2,2,3,16.0,5900,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,propane,water_heater,5,2,1,2,2,3,16.0,5900,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,electric_baseboard,mini_split,261,135,60,66,151,110,104.4,80910,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,electric_baseboard,central_ducted,140,72,32,36,81,59,56.0,43400,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,electric_baseboard,ground_source,32,16,7,9,18,14,12.8,9920,266156,1850000,14.39
2025,4,2025-04,Lower Mainland,electric_baseboard,water_heater,32,16,7,9,18,14,12.8,9920,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,natural_gas,mini_split,174,90,40,44,100,74,365.4,170520,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,natural_gas,central_ducted,93,48,21,24,53,40,195.3,91140,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,natural_gas,ground_source,21,10,4,7,12,9,44.1,20580,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,natural_gas,water_heater,21,10,4,7,12,9,44.1,20580,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,oil,mini_split,16,8,3,5,9,7,73.6,22720,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,oil,central_ducted,8,4,1,3,4,4,36.8,11360,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,oil,ground_source,2,1,0,1,1,1,9.2,2840,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,oil,water_heater,2,1,0,1,1,1,9.2,2840,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,propane,mini_split,15,7,3,5,8,7,48.0,17700,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,propane,central_ducted,8,4,1,3,4,4,25.6,9440,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,propane,ground_source,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,propane,water_heater,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,electric_baseboard,mini_split,115,59,26,30,66,49,46.0,35650,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,electric_baseboard,central_ducted,62,32,14,16,35,27,24.8,19220,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,electric_baseboard,ground_source,14,7,3,4,8,6,5.6,4340,266156,1850000,14.39
2025,4,2025-04,Vancouver Island,electric_baseboard,water_heater,14,7,3,4,8,6,5.6,4340,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,natural_gas,mini_split,99,51,22,26,57,42,207.9,97020,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,natural_gas,central_ducted,53,27,12,14,30,23,111.3,51940,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,natural_gas,ground_source,12,6,2,4,6,6,25.2,11760,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,natural_gas,water_heater,12,6,2,4,6,6,25.2,11760,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,oil,mini_split,9,4,2,3,5,4,41.4,12780,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,oil,central_ducted,5,2,1,2,2,3,23.0,7100,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,oil,ground_source,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,propane,mini_split,12,6,2,4,6,6,38.4,14160,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,propane,central_ducted,6,3,1,2,3,3,19.2,7080,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,propane,ground_source,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,electric_baseboard,mini_split,64,33,14,17,37,27,25.6,19840,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,electric_baseboard,central_ducted,34,17,7,10,19,15,13.6,10540,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,electric_baseboard,ground_source,8,4,1,3,4,4,3.2,2480,266156,1850000,14.39
2025,4,2025-04,Thompson-Okanagan,electric_baseboard,water_heater,8,4,1,3,4,4,3.2,2480,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,natural_gas,mini_split,82,42,18,22,47,35,172.2,80360,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,natural_gas,central_ducted,44,22,10,12,25,19,92.4,43120,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,natural_gas,ground_source,10,5,2,3,5,5,21.0,9800,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,natural_gas,water_heater,10,5,2,3,5,5,21.0,9800,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,oil,mini_split,8,4,1,3,4,4,36.8,11360,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,oil,central_ducted,4,2,0,2,2,2,18.4,5680,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,oil,ground_source,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,oil,water_heater,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,propane,mini_split,10,5,2,3,5,5,32.0,11800,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,propane,central_ducted,5,2,1,2,2,3,16.0,5900,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,propane,ground_source,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,propane,water_heater,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,electric_baseboard,mini_split,66,34,15,17,38,28,26.4,20460,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,electric_baseboard,central_ducted,35,18,8,9,20,15,14.0,10850,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,electric_baseboard,ground_source,8,4,1,3,4,4,3.2,2480,266156,1850000,14.39
2025,4,2025-04,Fraser Valley,electric_baseboard,water_heater,8,4,1,3,4,4,3.2,2480,266156,1850000,14.39
2025,4,2025-04,Northern BC,natural_gas,mini_split,24,12,5,7,13,11,50.4,23520,266156,1850000,14.39
2025,4,2025-04,Northern BC,natural_gas,central_ducted,13,6,2,5,7,6,27.3,12740,266156,1850000,14.39
2025,4,2025-04,Northern BC,natural_gas,ground_source,3,1,0,2,1,2,6.3,2940,266156,1850000,14.39
2025,4,2025-04,Northern BC,natural_gas,water_heater,3,1,0,2,1,2,6.3,2940,266156,1850000,14.39
2025,4,2025-04,Northern BC,oil,mini_split,18,9,4,5,10,8,82.8,25560,266156,1850000,14.39
2025,4,2025-04,Northern BC,oil,central_ducted,9,4,2,3,5,4,41.4,12780,266156,1850000,14.39
2025,4,2025-04,Northern BC,oil,ground_source,2,1,0,1,1,1,9.2,2840,266156,1850000,14.39
2025,4,2025-04,Northern BC,oil,water_heater,2,1,0,1,1,1,9.2,2840,266156,1850000,14.39
2025,4,2025-04,Northern BC,propane,mini_split,19,9,4,6,11,8,60.8,22420,266156,1850000,14.39
2025,4,2025-04,Northern BC,propane,central_ducted,10,5,2,3,5,5,32.0,11800,266156,1850000,14.39
2025,4,2025-04,Northern BC,propane,ground_source,2,1,0,1,1,1,6.4,2360,266156,1850000,14.39
2025,4,2025-04,Northern BC,propane,water_heater,2,1,0,1,1,1,6.4,2360,266156,1850000,14.39
2025,4,2025-04,Northern BC,electric_baseboard,mini_split,23,11,5,7,13,10,9.2,7130,266156,1850000,14.39
2025,4,2025-04,Northern BC,electric_baseboard,central_ducted,12,6,2,4,6,6,4.8,3720,266156,1850000,14.39
2025,4,2025-04,Northern BC,electric_baseboard,ground_source,2,1,0,1,1,1,0.8,620,266156,1850000,14.39
2025,4,2025-04,Northern BC,electric_baseboard,water_heater,2,1,0,1,1,1,0.8,620,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,natural_gas,mini_split,37,19,8,10,21,16,77.7,36260,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,natural_gas,central_ducted,20,10,4,6,11,9,42.0,19600,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,natural_gas,ground_source,4,2,0,2,2,2,8.4,3920,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,natural_gas,water_heater,4,2,0,2,2,2,8.4,3920,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,oil,mini_split,3,1,0,2,1,2,13.8,4260,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,oil,central_ducted,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,propane,mini_split,3,1,0,2,1,2,9.6,3540,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,propane,central_ducted,2,1,0,1,1,1,6.4,2360,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,electric_baseboard,mini_split,25,13,5,7,14,11,10.0,7750,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,electric_baseboard,central_ducted,13,6,2,5,7,6,5.2,4030,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,electric_baseboard,ground_source,3,1,0,2,1,2,1.2,930,266156,1850000,14.39
2025,4,2025-04,Kootenay-Boundary,electric_baseboard,water_heater,3,1,0,2,1,2,1.2,930,266156,1850000,14.39
2025,4,2025-04,Cariboo,natural_gas,mini_split,15,7,3,5,8,7,31.5,14700,266156,1850000,14.39
2025,4,2025-04,Cariboo,natural_gas,central_ducted,8,4,1,3,4,4,16.8,7840,266156,1850000,14.39
2025,4,2025-04,Cariboo,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,266156,1850000,14.39
2025,4,2025-04,Cariboo,natural_gas,water_heater,1,0,0,1,0,1,2.1,980,266156,1850000,14.39
2025,4,2025-04,Cariboo,oil,mini_split,1,0,0,1,0,1,4.6,1420,266156,1850000,14.39
2025,4,2025-04,Cariboo,propane,mini_split,1,0,0,1,0,1,3.2,1180,266156,1850000,14.39
2025,4,2025-04,Cariboo,electric_baseboard,mini_split,10,5,2,3,5,5,4.0,3100,266156,1850000,14.39
2025,4,2025-04,Cariboo,electric_baseboard,central_ducted,5,2,1,2,2,3,2.0,1550,266156,1850000,14.39
2025,4,2025-04,Cariboo,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,266156,1850000,14.39
2025,4,2025-04,Cariboo,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,266156,1850000,14.39
2025,5,2025-05,Lower Mainland,natural_gas,mini_split,375,195,86,94,217,158,787.5,367500,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,natural_gas,central_ducted,201,104,46,51,116,85,422.1,196980,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,natural_gas,ground_source,46,23,10,13,26,20,96.6,45080,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,natural_gas,water_heater,46,23,10,13,26,20,96.6,45080,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,oil,mini_split,36,18,8,10,20,16,165.6,51120,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,oil,central_ducted,19,9,4,6,11,8,87.4,26980,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,oil,ground_source,4,2,0,2,2,2,18.4,5680,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,oil,water_heater,4,2,0,2,2,2,18.4,5680,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,propane,mini_split,51,26,11,14,29,22,163.2,60180,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,propane,central_ducted,27,14,6,7,15,12,86.4,31860,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,propane,ground_source,6,3,1,2,3,3,19.2,7080,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,propane,water_heater,6,3,1,2,3,3,19.2,7080,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,electric_baseboard,mini_split,311,161,71,79,180,131,124.4,96410,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,electric_baseboard,central_ducted,166,86,38,42,96,70,66.4,51460,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,electric_baseboard,ground_source,38,19,8,11,22,16,15.2,11780,268984,1850000,14.54
2025,5,2025-05,Lower Mainland,electric_baseboard,water_heater,38,19,8,11,22,16,15.2,11780,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,natural_gas,mini_split,141,73,32,36,81,60,296.1,138180,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,natural_gas,central_ducted,75,39,17,19,43,32,157.5,73500,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,natural_gas,ground_source,17,8,3,6,9,8,35.7,16660,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,natural_gas,water_heater,17,8,3,6,9,8,35.7,16660,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,oil,mini_split,14,7,3,4,8,6,64.4,19880,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,oil,central_ducted,7,3,1,3,4,3,32.2,9940,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,oil,ground_source,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,oil,water_heater,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,propane,mini_split,16,8,3,5,9,7,51.2,18880,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,propane,central_ducted,9,4,2,3,5,4,28.8,10620,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,propane,ground_source,2,1,0,1,1,1,6.4,2360,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,propane,water_heater,2,1,0,1,1,1,6.4,2360,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,electric_baseboard,mini_split,91,47,20,24,52,39,36.4,28210,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,electric_baseboard,central_ducted,49,25,11,13,28,21,19.6,15190,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,electric_baseboard,ground_source,11,5,2,4,6,5,4.4,3410,268984,1850000,14.54
2025,5,2025-05,Vancouver Island,electric_baseboard,water_heater,11,5,2,4,6,5,4.4,3410,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,natural_gas,mini_split,115,59,26,30,66,49,241.5,112700,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,natural_gas,central_ducted,62,32,14,16,35,27,130.2,60760,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,natural_gas,ground_source,14,7,3,4,8,6,29.4,13720,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,natural_gas,water_heater,14,7,3,4,8,6,29.4,13720,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,oil,mini_split,11,5,2,4,6,5,50.6,15620,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,oil,central_ducted,6,3,1,2,3,3,27.6,8520,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,oil,ground_source,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,propane,mini_split,11,5,2,4,6,5,35.2,12980,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,propane,central_ducted,6,3,1,2,3,3,19.2,7080,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,propane,ground_source,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,electric_baseboard,mini_split,69,35,15,19,40,29,27.6,21390,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,electric_baseboard,central_ducted,37,19,8,10,21,16,14.8,11470,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,electric_baseboard,ground_source,8,4,1,3,4,4,3.2,2480,268984,1850000,14.54
2025,5,2025-05,Thompson-Okanagan,electric_baseboard,water_heater,8,4,1,3,4,4,3.2,2480,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,natural_gas,mini_split,83,43,19,21,48,35,174.3,81340,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,natural_gas,central_ducted,44,22,10,12,25,19,92.4,43120,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,natural_gas,ground_source,10,5,2,3,5,5,21.0,9800,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,natural_gas,water_heater,10,5,2,3,5,5,21.0,9800,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,oil,mini_split,6,3,1,2,3,3,27.6,8520,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,oil,central_ducted,3,1,0,2,1,2,13.8,4260,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,propane,mini_split,9,4,2,3,5,4,28.8,10620,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,propane,central_ducted,5,2,1,2,2,3,16.0,5900,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,propane,ground_source,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,propane,water_heater,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,electric_baseboard,mini_split,56,29,12,15,32,24,22.4,17360,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,electric_baseboard,central_ducted,30,15,6,9,17,13,12.0,9300,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,electric_baseboard,ground_source,7,3,1,3,4,3,2.8,2170,268984,1850000,14.54
2025,5,2025-05,Fraser Valley,electric_baseboard,water_heater,7,3,1,3,4,3,2.8,2170,268984,1850000,14.54
2025,5,2025-05,Northern BC,natural_gas,mini_split,23,11,5,7,13,10,48.3,22540,268984,1850000,14.54
2025,5,2025-05,Northern BC,natural_gas,central_ducted,12,6,2,4,6,6,25.2,11760,268984,1850000,14.54
2025,5,2025-05,Northern BC,natural_gas,ground_source,2,1,0,1,1,1,4.2,1960,268984,1850000,14.54
2025,5,2025-05,Northern BC,natural_gas,water_heater,2,1,0,1,1,1,4.2,1960,268984,1850000,14.54
2025,5,2025-05,Northern BC,oil,mini_split,19,9,4,6,11,8,87.4,26980,268984,1850000,14.54
2025,5,2025-05,Northern BC,oil,central_ducted,10,5,2,3,5,5,46.0,14200,268984,1850000,14.54
2025,5,2025-05,Northern BC,oil,ground_source,2,1,0,1,1,1,9.2,2840,268984,1850000,14.54
2025,5,2025-05,Northern BC,oil,water_heater,2,1,0,1,1,1,9.2,2840,268984,1850000,14.54
2025,5,2025-05,Northern BC,propane,mini_split,22,11,5,6,12,10,70.4,25960,268984,1850000,14.54
2025,5,2025-05,Northern BC,propane,central_ducted,12,6,2,4,6,6,38.4,14160,268984,1850000,14.54
2025,5,2025-05,Northern BC,propane,ground_source,2,1,0,1,1,1,6.4,2360,268984,1850000,14.54
2025,5,2025-05,Northern BC,propane,water_heater,2,1,0,1,1,1,6.4,2360,268984,1850000,14.54
2025,5,2025-05,Northern BC,electric_baseboard,mini_split,26,13,5,8,15,11,10.4,8060,268984,1850000,14.54
2025,5,2025-05,Northern BC,electric_baseboard,central_ducted,14,7,3,4,8,6,5.6,4340,268984,1850000,14.54
2025,5,2025-05,Northern BC,electric_baseboard,ground_source,3,1,0,2,1,2,1.2,930,268984,1850000,14.54
2025,5,2025-05,Northern BC,electric_baseboard,water_heater,3,1,0,2,1,2,1.2,930,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,natural_gas,mini_split,30,15,6,9,17,13,63.0,29400,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,natural_gas,central_ducted,16,8,3,5,9,7,33.6,15680,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,natural_gas,ground_source,3,1,0,2,1,2,6.3,2940,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,natural_gas,water_heater,3,1,0,2,1,2,6.3,2940,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,oil,mini_split,2,1,0,1,1,1,9.2,2840,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,oil,central_ducted,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,propane,mini_split,3,1,0,2,1,2,9.6,3540,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,propane,central_ducted,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,electric_baseboard,mini_split,24,12,5,7,13,11,9.6,7440,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,electric_baseboard,central_ducted,12,6,2,4,6,6,4.8,3720,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,electric_baseboard,ground_source,3,1,0,2,1,2,1.2,930,268984,1850000,14.54
2025,5,2025-05,Kootenay-Boundary,electric_baseboard,water_heater,3,1,0,2,1,2,1.2,930,268984,1850000,14.54
2025,5,2025-05,Cariboo,natural_gas,mini_split,17,8,3,6,9,8,35.7,16660,268984,1850000,14.54
2025,5,2025-05,Cariboo,natural_gas,central_ducted,9,4,2,3,5,4,18.9,8820,268984,1850000,14.54
2025,5,2025-05,Cariboo,natural_gas,ground_source,2,1,0,1,1,1,4.2,1960,268984,1850000,14.54
2025,5,2025-05,Cariboo,natural_gas,water_heater,2,1,0,1,1,1,4.2,1960,268984,1850000,14.54
2025,5,2025-05,Cariboo,oil,mini_split,1,0,0,1,0,1,4.6,1420,268984,1850000,14.54
2025,5,2025-05,Cariboo,propane,mini_split,1,0,0,1,0,1,3.2,1180,268984,1850000,14.54
2025,5,2025-05,Cariboo,electric_baseboard,mini_split,11,5,2,4,6,5,4.4,3410,268984,1850000,14.54
2025,5,2025-05,Cariboo,electric_baseboard,central_ducted,6,3,1,2,3,3,2.4,1860,268984,1850000,14.54
2025,5,2025-05,Cariboo,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,268984,1850000,14.54
2025,5,2025-05,Cariboo,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,268984,1850000,14.54
2025,6,2025-06,Lower Mainland,natural_gas,mini_split,356,185,81,90,206,150,747.6,348880,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,natural_gas,central_ducted,190,98,43,49,110,80,399.0,186200,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,natural_gas,ground_source,44,22,10,12,25,19,92.4,43120,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,natural_gas,water_heater,44,22,10,12,25,19,92.4,43120,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,oil,mini_split,27,14,6,7,15,12,124.2,38340,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,oil,central_ducted,14,7,3,4,8,6,64.4,19880,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,oil,ground_source,3,1,0,2,1,2,13.8,4260,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,oil,water_heater,3,1,0,2,1,2,13.8,4260,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,propane,mini_split,41,21,9,11,23,18,131.2,48380,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,propane,central_ducted,22,11,5,6,12,10,70.4,25960,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,propane,ground_source,5,2,1,2,2,3,16.0,5900,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,propane,water_heater,5,2,1,2,2,3,16.0,5900,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,electric_baseboard,mini_split,235,122,54,59,136,99,94.0,72850,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,electric_baseboard,central_ducted,126,65,28,33,73,53,50.4,39060,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,electric_baseboard,ground_source,29,15,6,8,16,13,11.6,8990,271259,1850000,14.66
2025,6,2025-06,Lower Mainland,electric_baseboard,water_heater,29,15,6,8,16,13,11.6,8990,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,natural_gas,mini_split,108,56,24,28,62,46,226.8,105840,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,natural_gas,central_ducted,58,30,13,15,33,25,121.8,56840,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,natural_gas,ground_source,13,6,2,5,7,6,27.3,12740,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,natural_gas,water_heater,13,6,2,5,7,6,27.3,12740,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,oil,mini_split,10,5,2,3,5,5,46.0,14200,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,oil,central_ducted,5,2,1,2,2,3,23.0,7100,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,oil,ground_source,1,0,0,1,0,1,4.6,1420,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,oil,water_heater,1,0,0,1,0,1,4.6,1420,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,propane,mini_split,14,7,3,4,8,6,44.8,16520,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,propane,central_ducted,7,3,1,3,4,3,22.4,8260,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,propane,ground_source,1,0,0,1,0,1,3.2,1180,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,propane,water_heater,1,0,0,1,0,1,3.2,1180,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,electric_baseboard,mini_split,80,41,18,21,46,34,32.0,24800,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,electric_baseboard,central_ducted,42,21,9,12,24,18,16.8,13020,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,electric_baseboard,ground_source,10,5,2,3,5,5,4.0,3100,271259,1850000,14.66
2025,6,2025-06,Vancouver Island,electric_baseboard,water_heater,10,5,2,3,5,5,4.0,3100,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,natural_gas,mini_split,99,51,22,26,57,42,207.9,97020,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,natural_gas,central_ducted,53,27,12,14,30,23,111.3,51940,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,natural_gas,ground_source,12,6,2,4,6,6,25.2,11760,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,natural_gas,water_heater,12,6,2,4,6,6,25.2,11760,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,oil,mini_split,8,4,1,3,4,4,36.8,11360,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,oil,central_ducted,4,2,0,2,2,2,18.4,5680,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,oil,ground_source,1,0,0,1,0,1,4.6,1420,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,propane,mini_split,10,5,2,3,5,5,32.0,11800,271259,1850000,14.66
2025,6,2025-06,Thompson-Okanagan,propane,central_ducted,5,2,1,2,2,3,16.0,5900,271259,1850000,14.66
